Country,Year,Owner,Species,Variety,Color,Production_Bag,KG_x_Bag,Total_Production,Score_Aroma,Score_Flavor,Score_Aftertaste,Score_Acidity,Score_Body,Score_Balance,Score_Uniformity,Score_Sweetness,Score_Moisture,Score_Total
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,0.1,79.42
Colombia,2013,the coffee source inc.,Arabica,Caturra,Green,250,1.360776,340.194,7.42,7.25,6.75,7.25,7.42,7.25,9.33,10.0,0.0,79.33
United States,2013,german negron,Arabica,Other,Green,18,2.26796,40.82328,7.42,7.08,6.75,7.33,7.33,6.92,10.0,10.0,0.13,79.08
Mexico,2013,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,0.12,78.92
United States,2013,eileen koyanagi,Arabica,,Green,11,0.907184,9.979023999999999,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,0.12,78.75
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,0.12,78.75
China,2013,adam ciruli ye,Arabica,Typica,Green,1,2.0,2.0,7.0,6.92,6.83,7.17,7.17,7.17,10.0,9.33,0.0,78.67
China,2013,samuel eli gurel,Arabica,Typica,Green,16,2.0,32.0,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,0.1,78.0
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,0.11,78.0
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,0.11,77.83
United States,2013,kona pacific farmers cooperative,Arabica,,Green,5,45.3592,226.796,7.58,7.67,7.58,7.67,7.42,7.42,9.33,6.0,0.12,77.58
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,0.11,77.42
Haiti,2013,myriam kaplan-pasternak,Arabica,Typica,Unknown,1,1.814368,1.814368,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,0.1,77.25
United States,2013,eileen koyanagi,Arabica,,Green,9,0.907184,8.164656,7.08,6.92,6.83,6.67,7.58,7.42,8.67,10.0,0.12,77.25
United States,2013,eileen koyanagi,Arabica,,Bluish-Green,6,45.3592,272.15520000000004,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,0.0,76.17
Mexico,2013,nestor mendez gomez,Arabica,Typica,Green,275,1.0,275.0,7.08,7.0,6.83,7.5,7.33,6.83,8.0,10.0,0.12,74.67
Guatemala,2013,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,6.5,6.33,6.5,7.5,7.33,6.83,8.67,8.67,0.11,74.33
Colombia,2013,honor dela fuente,Arabica,,Bluish-Green,1,2.26796,2.26796,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,0.0,72.83
Uganda,2013,ankole coffee producers coop,Robusta,,Green,300,60.0,18000.0,7.83,8.08,7.75,7.92,8.25,7.92,10.0,8.0,0.12,83.75
Uganda,2013,ugacof,Robusta,,Green,320,60.0,19200.0,8.0,7.92,7.92,7.75,7.83,7.75,10.0,7.75,0.12,83.0
Uganda,2013,katuka development trust ltd,Robusta,,Green,1,60.0,60.0,8.33,7.83,7.83,7.75,8.25,7.75,10.0,7.58,0.12,83.0
Uganda,2013,kasozi coffee farmers association,Robusta,,Green,1,60.0,60.0,8.0,7.75,7.75,7.58,7.67,7.5,10.0,7.58,0.11,81.5
India,2013,andrew hetzel,Robusta,,Blue-Green,140,2.0,280.0,7.5,7.5,7.25,7.83,7.67,7.83,10.0,7.83,0.13,81.25
Uganda,2013,kawacom uganda ltd,Robusta,,Green,1,60.0,60.0,7.33,7.58,7.5,7.75,7.75,7.67,10.0,7.75,0.12,80.92
Uganda,2013,nitubaasa ltd,Robusta,,Green,20,60.0,1200.0,7.83,7.58,7.33,7.67,7.5,7.5,10.0,7.75,0.12,80.58
Uganda,2013,mannya coffee project,Robusta,,Green,6,60.0,360.0,7.75,7.42,7.33,7.58,7.67,7.58,10.0,7.67,0.12,80.5
India,2013,andrew hetzel,Robusta,,Green,250,2.0,500.0,7.58,7.42,7.42,7.83,7.42,7.5,10.0,7.42,0.0,80.17
India,2013,cafe politico,Robusta,,Green,1,2.26796,2.26796,7.42,6.83,6.75,7.17,7.25,7.0,9.33,7.08,0.1,75.08
Vietnam,2013,cafe politico,Robusta,,,1,2.26796,2.26796,6.75,6.67,6.5,6.83,6.92,6.83,9.33,6.67,0.12,73.75
Ethiopia,2014,metad plc,Arabica,,Green,300,60.0,18000.0,8.67,8.83,8.67,8.75,8.5,8.42,10.0,10.0,0.12,90.58
Ethiopia,2014,metad plc,Arabica,Other,Green,300,60.0,18000.0,8.75,8.67,8.5,8.58,8.42,8.42,10.0,10.0,0.12,89.92
Ethiopia,2014,yidnekachew dabessa,Arabica,,Green,320,60.0,19200.0,8.17,8.58,8.42,8.42,8.5,8.25,10.0,10.0,0.11,89.0
Ethiopia,2014,metad plc,Arabica,Other,Green,300,60.0,18000.0,8.25,8.5,8.25,8.5,8.42,8.33,10.0,10.0,0.12,88.83
Ethiopia,2014,diamond enterprise plc,Arabica,Other,Green,50,60.0,3000.0,8.08,8.58,8.5,8.5,7.67,8.42,10.0,10.0,0.1,88.25
Ethiopia,2014,mohammed lalo,Arabica,,Unknown,300,60.0,18000.0,8.17,8.67,8.25,8.5,7.75,8.17,10.0,10.0,0.1,88.08
United States,2014,cqi q coffee sample representative,Arabica,Other,Unknown,10,1.0,10.0,8.25,8.42,8.17,8.33,8.08,8.17,10.0,10.0,0.0,87.92
United States,2014,cqi q coffee sample representative,Arabica,Other,Unknown,10,1.0,10.0,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,0.0,87.92
United States,2014,cqi q coffee sample representative,Arabica,Other,Unknown,10,1.0,10.0,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,0.0,87.58
Ethiopia,2014,essencecoffee,Arabica,Ethiopian Yirgacheffe,Unknown,250,60.0,15000.0,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,0.0,87.25
United States,2014,cqi q coffee sample representative,Arabica,Other,,10,1.0,10.0,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,0.0,87.25
Costa Rica,2014,the coffee source inc.,Arabica,Caturra,Green,250,1.360776,340.194,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,0.11,87.17
United States,2014,cqi q coffee sample representative,Arabica,Other,Unknown,10,1.0,10.0,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,0.0,87.08
Ethiopia,2014,hider abamecha,Arabica,,Green,320,60.0,19200.0,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,0.1,86.25
United States,2014,cqi q coffee sample representative,Arabica,Other,Unknown,10,1.0,10.0,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,0.0,86.17
Kenya,2014,jungle estate,Arabica,SL28,Bluish-Green,12,60.0,720.0,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,0.11,86.08
Uganda,2014,great lakes coffee uganda,Arabica,,Unknown,1,60.0,60.0,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,0.0,86.0
Ethiopia,2014,ibrahim hussien speciality coffee producer &export,Arabica,,Green,320,60.0,19200.0,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,0.1,85.83
Panama,2014,essencecoffee,Arabica,Caturra,Unknown,100,60.0,6000.0,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,0.09,85.5
Kenya,2014,essencecoffee,Arabica,SL28,Green,16,60.0,960.0,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,0.1,85.5
Guatemala,2014,essencecoffee,Arabica,Pacamara,Green,36,30.0,1080.0,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,0.11,85.33
Costa Rica,2014,the coffee source inc.,Arabica,Caturra,Bluish-Green,250,1.360776,340.194,7.92,8.08,8.0,7.92,8.0,8.08,10.0,9.33,0.0,85.33
Costa Rica,2014,the coffee source inc.,Arabica,Caturra,Bluish-Green,250,1.360776,340.194,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,0.1,85.33
Ethiopia,2014,steven kil,Arabica,,Green,100,60.0,6000.0,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,0.1,85.08
United States,2014,eileen koyanagi,Arabica,Hawaiian Kona,Bluish-Green,12,45.3592,544.3104000000001,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,0.11,85.08
"Tanzania, United Republic Of",2014,taylor winch (t) ltd,Arabica,Other,Green,134,60.0,8040.0,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,0.12,84.92
Kenya,2014,lydiah mwangi,Arabica,SL34,Green,150,60.0,9000.0,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,0.13,84.75
Honduras,2014,cadexsa,Arabica,Catuai,Green,275,1.0,275.0,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,0.11,84.75
Ethiopia,2014,essencecoffee,Arabica,Ethiopian Yirgacheffe,Unknown,250,30.0,7500.0,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,0.1,84.67
Costa Rica,2014,essencecoffee,Arabica,Other,Green,20,69.0,1380.0,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,0.08,84.67
Costa Rica,2014,eric thormaehlen,Arabica,Catuai,Green,275,1.0,275.0,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,0.11,84.67
Guatemala,2014,juan luis alvarado romero,Arabica,Pacas,Green,250,69.0,17250.0,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,0.11,84.58
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,0.09,84.58
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,0.0,84.42
"Tanzania, United Republic Of",2014,tembo coffee company ltd,Arabica,Other,Green,10,60.0,600.0,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,0.12,84.25
"Tanzania, United Republic Of",2014,taylor winch (t) ltd,Arabica,Other,Green,65,60.0,3900.0,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,0.12,84.25
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,0.1,84.25
Costa Rica,2014,"ceca, s.a.",Arabica,Caturra,Blue-Green,320,69.0,22080.0,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,0.0,84.17
Ethiopia,2014,asefa dukamo keroma,Arabica,Gesha,Green,320,60.0,19200.0,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,0.1,84.17
"Tanzania, United Republic Of",2014,selian coffee estate,Arabica,Other,Green,10,60.0,600.0,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,0.13,84.17
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Unknown,200,70.0,14000.0,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,0.0,84.08
Guatemala,2014,lusso lab,Arabica,Bourbon,Bluish-Green,1,2.0,2.0,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,0.1,84.08
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,0.1,84.0
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,0.1,84.0
Colombia,2014,olam agro colombia,Arabica,,Green,250,1.0,250.0,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,0.12,84.0
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Green,138,70.0,9660.0,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,0.12,84.0
Colombia,2014,federacion nacional de cafeteros,Arabica,,,275,2.0,550.0,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,0.0,83.92
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,0.0,83.92
Ethiopia,2014,yasmin cofffee plantation plc,Arabica,,Green,320,60.0,19200.0,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,0.12,83.83
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,0.1,83.83
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Green,100,70.0,7000.0,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,0.0,83.75
Colombia,2014,olam agro colombia,Arabica,Other,Green,250,70.0,17500.0,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,0.0,83.75
Thailand,2014,doi tung development project,Arabica,,Bluish-Green,1,1.0,1.0,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,0.12,83.67
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,275,69.0,18975.0,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,0.1,83.67
Ethiopia,2014,essencecoffee,Arabica,Other,Unknown,250,60.0,15000.0,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,0.0,83.58
Ethiopia,2014,debesa agro industry plc,Arabica,,Unknown,320,60.0,19200.0,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,0.1,83.5
Colombia,2014,federacion nacional de cafeteros,Arabica,,Unknown,275,2.0,550.0,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,0.0,83.5
Colombia,2014,exportadora de cafe condor s.a,Arabica,Caturra,Green,275,70.0,19250.0,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,0.11,83.5
Brazil,2014,bourbon specialty coffees,Arabica,Yellow Bourbon,Green,300,60.0,18000.0,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,0.12,83.42
"Tanzania, United Republic Of",2014,ngila estate ltd,Arabica,Bourbon,Green,39,60.0,2340.0,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,0.13,83.42
Guatemala,2014,juan luis alvarado romero,Arabica,Caturra,Green,250,69.0,17250.0,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,0.1,83.42
"Tanzania, United Republic Of",2014,afca,Arabica,Other,Green,10,60.0,600.0,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,0.12,83.33
Costa Rica,2014,the coffee source inc.,Arabica,Caturra,Green,250,1.360776,340.194,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,0.12,83.33
United States,2014,eileen koyanagi,Arabica,Hawaiian Kona,Bluish-Green,12,45.3592,544.3104000000001,7.83,7.58,7.83,7.67,7.92,8.0,9.33,9.33,0.11,83.33
Guatemala,2014,juan luis alvarado romero,Arabica,Caturra,Green,26,69.0,1794.0,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,0.1,83.25
Kenya,2014,taylor winch (coffee) ltd.,Arabica,SL28,Bluish-Green,300,2.0,600.0,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,0.1,83.17
Thailand,2014,doi tung development project,Arabica,,Bluish-Green,1,1.0,1.0,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,0.12,83.17
"Tanzania, United Republic Of",2014,tutunze kahawa ltd,Arabica,Other,Bluish-Green,180,60.0,10800.0,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,0.13,83.17
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Unknown,232,70.0,16240.0,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,0.0,83.17
Uganda,2014,kabum trading company,Arabica,SL14,Bluish-Green,84,60.0,5040.0,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,0.1,83.17
Colombia,2014,cafe politico,Arabica,,Green,1,1.814368,1.814368,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,0.11,83.17
Guatemala,2014,juan luis alvarado romero,Arabica,Catuai,Green,200,69.0,13800.0,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,0.09,83.17
"Tanzania, United Republic Of",2014,balam hinyula,Arabica,Bourbon,Green,300,1.0,300.0,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,0.12,83.17
Costa Rica,2014,eric thormaehlen,Arabica,Catuai,Green,250,1.0,250.0,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,0.1,83.08
Vietnam,2014,"sunvirtue co., ltd.",Arabica,Caturra,Green,2,2.0,4.0,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,0.0,83.0
Brazil,2014,irene alves santos,Arabica,Catuai,Green,305,2.0,610.0,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,0.0,83.0
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,26,69.0,1794.0,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,0.1,83.0
Philippines,2014,zarah zamora perez,Arabica,Other,Bluish-Green,4,2.0,8.0,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,0.0,82.92
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1,82.92
Guatemala,2014,juan luis alvarado romero,Arabica,Caturra,Green,26,69.0,1794.0,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,0.1,82.92
Vietnam,2014,"sunvirtue co., ltd.",Arabica,Other,Green,3,2.0,6.0,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,0.11,82.83
Colombia,2014,essencecoffee,Arabica,Other,Unknown,100,24.0,2400.0,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,0.0,82.83
United States,2014,joshua marsceau,Arabica,Other,Unknown,300,60.0,18000.0,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,0.0,82.83
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,0.1,82.83
Colombia,2014,racafe & cia s.c.a,Arabica,Caturra,Blue-Green,250,70.0,17500.0,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,0.0,82.75
Malawi,2014,afca,Arabica,Gesha,Bluish-Green,29,60.0,1740.0,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,0.12,82.75
Guatemala,2014,juan luis alvarado romero,Arabica,Pacas,Green,250,69.0,17250.0,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,0.13,82.75
Colombia,2014,coffee export,Arabica,Typica,Green,275,1.0,275.0,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,0.12,82.75
Brazil,2014,bourbon specialty coffees,Arabica,Catuai,Unknown,300,60.0,18000.0,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,0.12,82.67
"Tanzania, United Republic Of",2014,nitin coffee estate,Arabica,Other,Green,93,60.0,5580.0,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,0.12,82.67
"Tanzania, United Republic Of",2014,taylor winch (t) ltd,Arabica,Bourbon,Green,77,60.0,4620.0,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,0.12,82.67
Mexico,2014,productos y servicios chilindron s.a. de c.v.,Arabica,Typica,Green,11,1.0,11.0,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,0.11,82.67
Thailand,2014,doi tung development project,Arabica,,Green,1,1.0,1.0,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,0.12,82.58
"Tanzania, United Republic Of",2014,tembo coffee company ltd,Arabica,Other,Unknown,10,60.0,600.0,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,0.12,82.58
Mexico,2014,dane loraas,Arabica,,Green,320,2.26796,725.7472,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,0.0,82.58
Thailand,2014,doi tung development project,Arabica,,Green,1,1.0,1.0,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,0.12,82.5
"Tanzania, United Republic Of",2014,shah plantations,Arabica,Other,Green,37,60.0,2220.0,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,0.12,82.5
"Tanzania, United Republic Of",2014,amkeni gourmet coffee group,Arabica,Other,Bluish-Green,5,60.0,300.0,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,0.12,82.5
Mexico,2014,productos y servicios chilindron s.a. de c.v.,Arabica,Typica,Green,10,1.0,10.0,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,0.11,82.42
Malawi,2014,afca,Arabica,Gesha,Green,10,60.0,600.0,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,0.12,82.33
Guatemala,2014,juan luis alvarado romero,Arabica,Pacas,Green,250,69.0,17250.0,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,0.12,82.33
Mexico,2014,dane loraas,Arabica,,Green,320,2.26796,725.7472,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,0.11,82.33
Malawi,2014,afca,Arabica,Gesha,Blue-Green,10,60.0,600.0,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,0.13,82.25
Thailand,2014,doi tung development project,Arabica,,Bluish-Green,1,1.0,1.0,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,0.12,82.17
Guatemala,2014,essencecoffee,Arabica,Bourbon,Blue-Green,250,69.0,17250.0,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,0.09,82.17
Brazil,2014,bourbon specialty coffees,Arabica,Mundo Novo,Green,300,60.0,18000.0,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,0.12,82.17
"Tanzania, United Republic Of",2014,tembo coffee company ltd,Arabica,Other,Green,10,60.0,600.0,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,0.12,82.17
"Tanzania, United Republic Of",2014,balam hinyula,Arabica,Bourbon,Green,300,2.0,600.0,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,0.12,82.08
"Tanzania, United Republic Of",2014,ngorogoro convenant estate,Arabica,Other,Green,1,60.0,60.0,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,0.12,82.08
"Tanzania, United Republic Of",2014,finca estate,Arabica,Other,Green,1,60.0,60.0,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,0.12,82.0
Malawi,2014,afca,Arabica,Gesha,Bluish-Green,16,60.0,960.0,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,0.13,82.0
Honduras,2014,beneficio santa rosa,Arabica,Caturra,Green,275,69.0,18975.0,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,0.11,82.0
"Tanzania, United Republic Of",2014,mcomafa co ltd,Arabica,Other,Green,114,60.0,6840.0,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,0.12,81.92
Zambia,2014,lusso lab,Arabica,SL28,Unknown,13,2.0,26.0,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,0.0,81.92
Indonesia,2014,essencecoffee,Arabica,Typica,,300,10.0,3000.0,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,0.11,81.83
Malawi,2014,afca,Arabica,Gesha,Green,24,60.0,1440.0,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,0.13,81.83
Honduras,2014,,Arabica,Caturra,Green,275,1.0,275.0,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,0.1,81.83
Mexico,2014,kurt kappeli,Arabica,Typica,Green,280,2.0,560.0,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,0.11,81.83
Vietnam,2014,"sunvirtue co., ltd.",Arabica,Caturra,Bluish-Green,1,2.0,2.0,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,0.12,81.75
"Tanzania, United Republic Of",2014,ngorogoro convenant estate,Arabica,Other,Bluish-Green,1,60.0,60.0,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,0.12,81.75
"Tanzania, United Republic Of",2014,dae ltd company,Arabica,Other,Green,20,60.0,1200.0,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,0.12,81.67
Honduras,2014,,Arabica,Caturra,Green,275,1.0,275.0,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,0.1,81.67
Mexico,2014,dane loraas,Arabica,,Green,320,2.26796,725.7472,7.42,7.42,7.67,8.0,7.58,7.5,9.33,10.0,0.0,81.67
"Tanzania, United Republic Of",2014,acacia hills ltd,Arabica,Other,Green,100,60.0,6000.0,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,0.12,81.58
Malawi,2014,afca,Arabica,Gesha,Green,10,60.0,600.0,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,0.13,81.58
Costa Rica,2014,santa laura exportadora de cafe s.l.e.c. s.a.,Arabica,Caturra,Green,250,1.0,250.0,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,0.12,81.5
Malawi,2014,afca,Arabica,Gesha,Green,15,60.0,900.0,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,0.12,81.5
Guatemala,2014,juan luis alvarado romero,Arabica,Other,Green,250,69.0,17250.0,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,0.12,81.5
Malawi,2014,afca,Arabica,Gesha,Bluish-Green,12,60.0,720.0,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,0.12,81.42
Guatemala,2014,juan luis alvarado romero,Arabica,Bourbon,Green,250,69.0,17250.0,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,0.1,81.42
Mexico,2014,kurt kappeli,Arabica,Typica,Green,280,2.0,560.0,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,0.0,81.42
Philippines,2014,victoria,Arabica,Other,Green,2,2.0,4.0,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,0.14,81.33
Malawi,2014,afca,Arabica,Gesha,Green,31,60.0,1860.0,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,0.13,81.33
Honduras,2014,mayra yessenia torres,Arabica,Catuai,Green,275,1.0,275.0,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,0.12,81.33
Guatemala,2014,essencecoffee,Arabica,Pacamara,Bluish-Green,36,24.94756,898.11216,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,0.09,81.25
"Tanzania, United Republic Of",2014,shangrilla estate ltd,Arabica,Other,Green,100,60.0,6000.0,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,0.13,81.25
Philippines,2014,victoria,Arabica,Typica,,2,2.0,4.0,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,0.0,81.17
"Tanzania, United Republic Of",2014,taylor winch (t) ltd,Arabica,Bourbon,Bluish-Green,320,60.0,19200.0,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,0.12,81.17
Malawi,2014,afca,Arabica,Caturra,Green,300,60.0,18000.0,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,0.12,81.17
